0.025000,0.793691,0.668831
0.025000,0.793653,0.668941
0.025000,0.793577,0.669136
0.025000,0.793537,0.669182
0.025000,0.793543,0.669186
0.025000,0.793470,0.669592
0.025000,0.793333,0.670059
0.025000,0.793191,0.670333
0.025000,0.793069,0.670185
0.025000,0.792880,0.670113
0.025000,0.792675,0.670100
0.025000,0.792524,0.670520
0.025000,0.792445,0.670919
0.025000,0.792345,0.671409
0.025000,0.792350,0.671390
0.025000,0.792373,0.671262
0.025000,0.792460,0.671238
0.025000,0.792308,0.671528
0.025000,0.792223,0.671963
0.025000,0.792122,0.672292
0.025000,0.792084,0.672490
0.025000,0.791968,0.672609
0.025000,0.791840,0.672839
0.025000,0.791850,0.672929
0.025000,0.791831,0.673117
0.025000,0.790072,0.671423
0.025000,0.782244,0.664081
0.025000,0.761351,0.654402
0.025000,0.736265,0.644276
0.025000,0.705705,0.641404
0.025000,-1,-1
0.025000,0.470404,1.054025
0.025000,0.382175,1.188103
0.025000,0.317174,1.281323
0.025000,0.531927,0.821829
0.025000,0.505029,0.854244
0.025000,0.483148,0.880535
0.025000,0.480724,0.838442
0.025000,0.417335,0.872885
0.025000,0.419272,0.822619
0.025000,0.421078,0.779089
0.025000,0.422628,0.733705
0.025000,0.423810,0.697710
0.025000,0.424493,0.662086
0.026000,0.425099,0.627266
0.026000,0.425580,0.593102
0.026000,0.425943,0.561509
0.026000,0.426171,0.536167
0.026000,0.426525,0.513669
0.026000,0.426967,0.493664
0.026000,0.427333,0.478606
0.026000,0.427582,0.465702
0.026000,0.427830,0.455918
0.026000,0.428224,0.447867
0.026000,0.428646,0.441783
0.026000,0.428886,0.441696
0.026000,0.430083,0.449001
0.026000,0.432166,0.467335
0.026000,0.440563,0.509702
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,-1,-1
0.026000,0.452040,0.511380
0.026000,0.450945,0.512498
0.026000,0.416726,0.563068
0.026000,0.416408,0.566003
0.026000,0.416390,0.569261
0.026000,0.416882,0.569702
0.026000,0.417311,0.567627
0.026000,0.417787,0.564156
0.026000,0.418340,0.559804
0.026000,0.418897,0.554157
0.026000,0.419482,0.548172
0.026000,0.419969,0.541697
0.026000,0.420402,0.535947
0.026000,0.420825,0.530339
0.026000,0.421216,0.525838
0.026000,0.421695,0.522015
0.026000,0.422160,0.518576
0.026000,0.422650,0.514701
0.026000,0.423250,0.511422
0.026000,0.423730,0.508154
0.026000,0.424109,0.504790
0.026000,0.424305,0.501328
0.026000,0.424492,0.498155
0.026000,0.099972,0.178863
0.035000,0.099772,0.177867
0.047000,0.099636,0.176962
0.057000,0.099537,0.176404
0.069000,0.099346,0.175821
0.081000,0.099162,0.175274
0.090000,0.098954,0.174679
0.102000,0.098818,0.174053
0.114000,0.098662,0.173509
0.124000,0.098503,0.172931
0.135000,0.098373,0.172434
0.147000,0.098260,0.171887
0.157000,0.098143,0.171503
0.168000,0.097967,0.171216
0.180000,0.097805,0.171029
0.190000,0.097713,0.170776
0.201000,0.097588,0.170441
0.214000,0.097413,0.170147
0.224000,0.097298,0.169669
0.235000,0.097576,0.168885
0.247000,0.098231,0.167667
0.257000,0.099007,0.166281
0.268000,0.099719,0.165007
0.281000,0.100447,0.163686
0.290000,0.101114,0.162296
0.302000,0.101904,0.161253
0.314000,0.102535,0.160206
0.323000,0.103070,0.159310
0.335000,0.103496,0.158358
0.347000,0.103787,0.157637
0.357000,0.104064,0.157153
0.368000,0.104419,0.156776
0.380000,0.104792,0.156419
0.390000,0.105129,0.156172
0.401000,0.105418,0.155993
0.414000,0.105656,0.155999
0.424000,0.105871,0.156154
0.435000,0.106216,0.156567
0.447000,0.106552,0.156873
0.457000,0.106855,0.157153
0.468000,0.106778,0.157174
0.481000,0.106827,0.157254
0.490000,0.106982,0.157106
0.501000,0.107564,0.156902
0.514000,0.108005,0.156743
0.523000,0.118984,0.164212
0.535000,0.156457,0.193250
0.547000,0.196091,0.223631
0.557000,0.240282,0.259053
0.568000,0.280923,0.292953
0.580000,0.313497,0.322200
0.590000,0.339532,0.346245
0.601000,0.359978,0.365898
0.614000,0.376768,0.382037
0.623000,0.390400,0.395383
0.635000,0.401728,0.406628
0.647000,0.411299,0.415888
0.657000,0.419470,0.423511
0.668000,0.426466,0.429733
0.680000,0.432296,0.435124
0.690000,0.437545,0.439691
0.701000,0.442173,0.443681
0.713000,0.446232,0.447117
0.723000,0.449532,0.450234
0.735000,0.452488,0.453212
0.747000,0.454986,0.455865
0.756000,0.457170,0.458495
0.768000,0.458884,0.461063
0.780000,0.460326,0.463487
0.790000,0.461527,0.465540
0.801000,0.461985,0.467325
0.813000,0.460408,0.469033
0.823000,0.456791,0.470406
0.835000,0.450855,0.471396
0.847000,0.444010,0.471816
0.856000,0.437749,0.472140
0.868000,0.432063,0.472572
0.880000,0.426908,0.473154
0.890000,0.422603,0.473674
0.901000,0.418856,0.474291
0.913000,0.415391,0.474879
0.923000,0.412458,0.475683
0.934000,0.409892,0.486122
0.949000,0.407162,0.486188
0.956000,0.404637,0.486070
0.968000,0.402123,0.485700
0.981000,0.399850,0.485269
0.991000,0.397776,0.484989
1.001000,0.398322,0.477476
1.014000,0.396742,0.477786
1.023000,0.395040,0.477908
1.034000,0.393302,0.477959
1.047000,0.391786,0.478074
1.056000,0.390535,0.478333
1.068000,0.387626,0.486508
1.080000,0.386658,0.486928
1.090000,0.385912,0.487316
1.101000,0.384998,0.487759
1.113000,0.384063,0.488204
1.123000,0.383384,0.488845
1.134000,0.382629,0.489238
1.147000,0.382009,0.489872
1.156000,0.381365,0.490337
1.168000,0.380739,0.490972
1.180000,0.385301,0.482717
1.190000,0.384509,0.482691
1.201000,0.383802,0.482646
1.213000,0.382919,0.482491
1.223000,0.382279,0.482330
1.234000,0.378167,0.491875
1.247000,0.381730,0.482702
1.256000,0.381275,0.482504
1.268000,0.380818,0.482323
1.280000,0.380367,0.481909
1.289000,0.379857,0.481556
1.301000,0.379459,0.481094
1.313000,0.379104,0.480646
1.323000,0.378727,0.480132
1.334000,0.378356,0.479700
1.347000,0.377970,0.479386
1.356000,0.377696,0.479367
1.368000,0.377404,0.479321
1.380000,0.377176,0.479161
1.389000,0.376983,0.478897
