0.054,Position:,1,1,1,Rotation:,1,1,1
0.088,Position:,1,1,1,Rotation:,1,1,1
0.121,Position:,1,1,1,Rotation:,1,1,1
0.154,Position:,1,1,1,Rotation:,1,1,1
0.187,Position:,1,1,1,Rotation:,1,1,1
0.22,Position:,1,1,1,Rotation:,1,1,1
0.254,Position:,1,1,1,Rotation:,1,1,1
0.287,Position:,1,1,1,Rotation:,1,1,1
0.32,Position:,1,1,1,Rotation:,1,1,1
0.354,Position:,1,1,1,Rotation:,1,1,1
0.387,Position:,1,1,1,Rotation:,1,1,1
0.42,Position:,1,1,1,Rotation:,1,1,1
0.454,Position:,1,1,1,Rotation:,1,1,1
0.488,Position:,1,1,1,Rotation:,1,1,1
0.52,Position:,1,1,1,Rotation:,1,1,1
0.554,Position:,1,1,1,Rotation:,1,1,1
0.587,Position:,1,1,1,Rotation:,1,1,1
0.62,Position:,1,1,1,Rotation:,1,1,1
0.653,Position:,1,1,1,Rotation:,1,1,1
0.687,Position:,1,1,1,Rotation:,1,1,1
0.721,Position:,1,1,1,Rotation:,1,1,1
0.754,Position:,1,1,1,Rotation:,1,1,1
0.787,Position:,1,1,1,Rotation:,1,1,1
0.82,Position:,1,1,1,Rotation:,1,1,1
0.853,Position:,1,1,1,Rotation:,1,1,1
0.887,Position:,1,1,1,Rotation:,1,1,1
0.921,Position:,1,1,1,Rotation:,1,1,1
0.956,Position:,1,1,1,Rotation:,1,1,1
0.989,Position:,1,1,1,Rotation:,1,1,1
1.025,Position:,1,1,1,Rotation:,1,1,1
1.055,Position:,1,1,1,Rotation:,1,1,1
1.088,Position:,1,1,1,Rotation:,1,1,1
1.12,Position:,1,1,1,Rotation:,1,1,1
1.153,Position:,1,1,1,Rotation:,1,1,1
1.19,Position:,1,1,1,Rotation:,1,1,1
1.223,Position:,1,1,1,Rotation:,1,1,1
1.255,Position:,1,1,1,Rotation:,1,1,1
1.288,Position:,1,1,1,Rotation:,1,1,1
1.322,Position:,1,1,1,Rotation:,1,1,1
1.353,Position:,1,1,1,Rotation:,1,1,1
1.386,Position:,1,1,1,Rotation:,1,1,1
1.419,Position:,1,1,1,Rotation:,1,1,1
1.454,Position:,1,1,1,Rotation:,1,1,1
1.486,Position:,1,1,1,Rotation:,1,1,1
1.52,Position:,1,1,1,Rotation:,1,1,1
1.553,Position:,1,1,1,Rotation:,1,1,1
1.586,Position:,1,1,1,Rotation:,1,1,1
1.619,Position:,1,1,1,Rotation:,1,1,1
1.653,Position:,1,1,1,Rotation:,1,1,1
1.686,Position:,1,1,1,Rotation:,1,1,1
1.72,Position:,1,1,1,Rotation:,1,1,1
1.753,Position:,1,1,1,Rotation:,1,1,1
1.786,Position:,1,1,1,Rotation:,1,1,1
1.82,Position:,1,1,1,Rotation:,1,1,1
1.853,Position:,1,1,1,Rotation:,1,1,1
1.886,Position:,1,1,1,Rotation:,1,1,1
1.919,Position:,1,1,1,Rotation:,1,1,1
1.953,Position:,1,1,1,Rotation:,1,1,1
1.986,Position:,1,1,1,Rotation:,1,1,1
2.019,Position:,1,1,1,Rotation:,1,1,1
2.053,Position:,1,1,1,Rotation:,1,1,1
2.086,Position:,1,1,1,Rotation:,1,1,1
2.119,Position:,1,1,1,Rotation:,1,1,1
2.153,Position:,1,1,1,Rotation:,1,1,1
2.186,Position:,1,1,1,Rotation:,1,1,1
2.219,Position:,1,1,1,Rotation:,1,1,1
2.253,Position:,1,1,1,Rotation:,1,1,1
2.286,Position:,1,1,1,Rotation:,1,1,1
2.319,Position:,1,1,1,Rotation:,1,1,1
2.353,Position:,1,1,1,Rotation:,1,1,1
2.386,Position:,1,1,1,Rotation:,1,1,1
2.419,Position:,1,1,1,Rotation:,1,1,1
2.452,Position:,1,1,1,Rotation:,1,1,1
2.486,Position:,1,1,1,Rotation:,1,1,1
2.519,Position:,1,1,1,Rotation:,1,1,1
2.555,Position:,1,1,1,Rotation:,1,1,1
2.592,Position:,1,1,1,Rotation:,1,1,1
2.621,Position:,1,1,1,Rotation:,1,1,1
2.655,Position:,1,1,1,Rotation:,1,1,1
2.69,Position:,1,1,1,Rotation:,1,1,1
2.722,Position:,1,1,1,Rotation:,1,1,1
2.756,Position:,1,1,1,Rotation:,1,1,1
2.788,Position:,1,1,1,Rotation:,1,1,1
2.821,Position:,1,1,1,Rotation:,1,1,1
2.853,Position:,1,1,1,Rotation:,1,1,1
2.887,Position:,1,1,1,Rotation:,1,1,1
2.92,Position:,1,1,1,Rotation:,1,1,1
2.952,Position:,1,1,1,Rotation:,1,1,1
2.988,Position:,1,1,1,Rotation:,1,1,1
3.022,Position:,1,1,1,Rotation:,1,1,1
3.053,Position:,1,1,1,Rotation:,1,1,1
3.087,Position:,1,1,1,Rotation:,1,1,1
3.12,Position:,1,1,1,Rotation:,1,1,1
3.152,Position:,1,1,1,Rotation:,1,1,1
3.186,Position:,1,1,1,Rotation:,1,1,1
3.224,Position:,1,1,1,Rotation:,1,1,1
3.255,Position:,1,1,1,Rotation:,1,1,1
3.29,Position:,1,1,1,Rotation:,1,1,1
3.32,Position:,1,1,1,Rotation:,1,1,1
3.353,Position:,1,1,1,Rotation:,1,1,1
3.386,Position:,1,1,1,Rotation:,1,1,1
3.419,Position:,1,1,1,Rotation:,1,1,1
3.455,Position:,1,1,1,Rotation:,1,1,1
3.489,Position:,1,1,1,Rotation:,1,1,1
3.52,Position:,1,1,1,Rotation:,1,1,1
3.554,Position:,1,1,1,Rotation:,1,1,1
3.587,Position:,1,1,1,Rotation:,1,1,1
3.62,Position:,1,1,1,Rotation:,1,1,1
3.653,Position:,1,1,1,Rotation:,1,1,1
3.686,Position:,1,1,1,Rotation:,1,1,1
3.72,Position:,1,1,1,Rotation:,1,1,1
3.754,Position:,1,1,1,Rotation:,1,1,1
3.788,Position:,1,1,1,Rotation:,1,1,1
3.819,Position:,1,1,1,Rotation:,1,1,1
3.852,Position:,1,1,1,Rotation:,1,1,1
3.885,Position:,1,1,1,Rotation:,1,1,1
3.918,Position:,1,1,1,Rotation:,1,1,1
3.951,Position:,1,1,1,Rotation:,1,1,1
3.985,Position:,1,1,1,Rotation:,1,1,1
4.018,Position:,1,1,1,Rotation:,1,1,1
4.051,Position:,1,1,1,Rotation:,1,1,1
4.088,Position:,1,1,1,Rotation:,1,1,1
4.121,Position:,1,1,1,Rotation:,1,1,1
4.152,Position:,1,1,1,Rotation:,1,1,1
4.185,Position:,1,1,1,Rotation:,1,1,1
4.22,Position:,1,1,1,Rotation:,1,1,1
4.254,Position:,1,1,1,Rotation:,1,1,1
4.288,Position:,1,1,1,Rotation:,1,1,1
4.318,Position:,1,1,1,Rotation:,1,1,1
4.353,Position:,1,1,1,Rotation:,1,1,1
4.386,Position:,1,1,1,Rotation:,1,1,1
4.418,Position:,1,1,1,Rotation:,1,1,1
4.453,Position:,1,1,1,Rotation:,1,1,1
4.486,Position:,1,1,1,Rotation:,1,1,1
4.52,Position:,1,1,1,Rotation:,1,1,1
4.555,Position:,1,1,1,Rotation:,1,1,1
4.587,Position:,1,1,1,Rotation:,1,1,1
4.618,Position:,1,1,1,Rotation:,1,1,1
4.651,Position:,1,1,1,Rotation:,1,1,1
4.684,Position:,1,1,1,Rotation:,1,1,1
4.719,Position:,1,1,1,Rotation:,1,1,1
4.756,Position:,1,1,1,Rotation:,1,1,1
4.785,Position:,1,1,1,Rotation:,1,1,1
4.819,Position:,1,1,1,Rotation:,1,1,1
4.853,Position:,1,1,1,Rotation:,1,1,1
