190.010000,0.297138,0.643569
190.022000,0.293444,0.645447
190.032000,0.290365,0.646593
190.043000,0.287811,0.646972
190.056000,0.285493,0.647376
190.065000,0.283529,0.647747
190.077000,0.281826,0.648006
190.089000,0.280520,0.648076
190.099000,0.279400,0.648282
190.110000,0.278431,0.648514
190.122000,0.277651,0.648685
190.132000,0.277041,0.648849
190.143000,0.276481,0.649338
190.155000,0.276004,0.649885
190.165000,0.275532,0.650276
190.176000,0.275165,0.650506
190.189000,0.274798,0.650963
190.199000,0.275024,0.651579
190.210000,0.277279,0.653666
190.222000,0.281702,0.656840
190.232000,0.288119,0.660716
190.243000,0.294036,0.664351
190.256000,0.299782,0.667794
190.265000,0.305294,0.671307
190.276000,0.310343,0.674315
190.289000,0.314798,0.677160
190.298000,0.318687,0.679675
190.310000,0.322361,0.681854
190.322000,0.325730,0.683992
190.332000,0.328807,0.686037
190.343000,0.331611,0.687584
190.355000,0.334190,0.689279
190.365000,0.336796,0.691142
190.376000,0.339092,0.692966
190.389000,0.341146,0.694394
190.398000,0.340634,0.695722
190.410000,0.335932,0.697592
190.422000,0.323509,0.699911
190.432000,0.309453,0.702283
190.443000,0.296387,0.703942
190.455000,0.285300,0.705334
190.465000,0.275688,0.706518
190.476000,0.267676,0.707285
190.489000,0.261100,0.708162
190.498000,0.255459,0.708847
190.510000,0.250571,0.710088
190.522000,0.246053,0.711113
190.532000,0.241999,0.712117
190.543000,0.238400,0.712786
190.555000,0.235257,0.713329
190.565000,0.232384,0.713682
190.576000,0.229665,0.714244
190.588000,0.227039,0.714802
190.598000,0.224682,0.715316
190.609000,0.222663,0.715728
190.622000,0.220930,0.716127
190.632000,0.219368,0.716449
190.643000,0.217958,0.716718
190.655000,0.216848,0.716787
190.665000,0.215421,0.717013
190.676000,0.213079,0.717538
190.688000,0.209358,0.718231
190.698000,0.205409,0.718830
190.709000,0.201735,0.718821
190.722000,0.198622,0.718783
190.731000,0.195850,0.718818
190.743000,0.193519,0.719310
190.755000,0.191426,0.719675
190.765000,0.189515,0.720182
190.776000,0.187655,0.720701
190.788000,0.185831,0.721238
190.798000,0.183892,0.721658
190.809000,0.182102,0.721871
190.822000,0.180436,0.722147
190.831000,0.178878,0.722162
190.843000,0.177502,0.722114
190.855000,0.177500,0.720409
190.865000,0.181199,0.712808
190.876000,0.191189,0.694389
190.888000,0.208439,0.661702
190.898000,0.225089,0.629865
190.909000,0.239498,0.602592
190.922000,0.251776,0.579156
190.931000,0.261918,0.559185
190.943000,0.270780,0.541855
190.955000,0.278045,0.527875
190.964000,0.284661,0.516141
190.976000,0.290330,0.507191
190.988000,0.295213,0.499674
190.998000,0.299499,0.493222
191.009000,0.303496,0.487209
191.022000,0.307126,0.481814
191.031000,0.310293,0.477087
191.042000,0.313174,0.473099
191.055000,0.315811,0.469605
191.064000,0.318313,0.466518
191.076000,0.320473,0.463525
191.088000,0.322456,0.461042
191.099000,0.324260,0.458759
191.109000,0.325939,0.456931
191.121000,0.327460,0.455201
191.131000,0.329069,0.453891
191.142000,0.332299,0.452030
191.155000,0.337138,0.449819
191.165000,0.343141,0.447525
191.176000,0.348268,0.445422
191.188000,0.353094,0.443427
191.198000,0.357100,0.441324
191.209000,0.360736,0.439502
191.221000,0.364018,0.437848
191.231000,0.367013,0.436465
191.242000,0.369638,0.435322
191.255000,0.371998,0.434228
191.264000,0.374036,0.433183
191.276000,0.375930,0.432346
191.288000,0.377747,0.431566
191.298000,0.379407,0.430758
191.309000,0.380903,0.430204
191.322000,0.382271,0.429769
191.331000,0.383551,0.429379
191.342000,0.384800,0.428935
191.355000,0.388070,0.428279
191.364000,0.396104,0.427351
191.376000,0.411411,0.425714
191.388000,0.431689,0.423741
191.398000,0.450602,0.422294
191.409000,0.466545,0.421113
191.421000,0.480288,0.420313
191.431000,0.491759,0.419656
191.442000,0.501620,0.419152
